Date,Price,,,,,
1/25/22,53.59,,,,,
1/24/22,53.32,,,,,
1/21/22,53.67,,,,,
1/20/22,55,,,,,
1/19/22,55.57,,,,,
1/18/22,56.69,,,,,
1/14/22,58.06,,,,,
1/13/22,56,,,,,
1/12/22,56.4,,,,,
1/11/22,56.06,,,,,
1/10/22,55.35,,,,,
1/7/22,54.77,,,,,
1/6/22,53.63,,,,,
1/5/22,52.29,,,,,
1/4/22,52.75,,,,,
1/3/22,50.73,,,,,
12/31/21,47.98,,,,,
12/30/21,48.1,,,,,
12/29/21,48.45,,,,,
12/28/21,48.42,,,,,
12/27/21,48.77,,,,,
12/23/21,48.36,,,,,
12/22/21,48.03,,,,,
12/21/21,47.81,,,,,
12/20/21,46.85,,,,,
12/17/21,47.95,,,,,
12/16/21,50.3,,,,,
12/15/21,48.94,,,,,
12/14/21,48.89,,,,,
12/13/21,48.56,,,,,
12/10/21,50.2,,,,,
12/9/21,49.69,,,,,
12/8/21,49.41,,,,,
12/7/21,50.25,,,,,
12/6/21,48.81,,,,,
12/3/21,47.75,,,,,
12/2/21,48.91,,,,,
12/1/21,47.21,,,,,
11/30/21,47.78,,,,,
11/29/21,49.16,,,,,
11/26/21,48.43,,,,,
11/24/21,51.31,,,,,
11/23/21,51.4,,,,,
11/22/21,50.34,,,,,
11/19/21,48.82,,,,,
11/18/21,49.9,,,,,
11/17/21,49.84,,,,,
11/16/21,50.37,,,,,
11/15/21,51.08,,,,,
11/12/21,50.96,,,,,
11/11/21,50.59,,,,,
11/10/21,50.36,,,,,
11/9/21,49.89,,,,,
11/8/21,50.87,,,,,
11/5/21,50.44,,,,,
11/4/21,50.62,,,,,
11/3/21,52,,,,,
11/2/21,51.3,,,,,
11/1/21,51.71,,,,,
10/29/21,51.16,,,,,
10/28/21,51.36,,,,,
10/27/21,50.05,,,,,
10/26/21,50.63,,,,,
10/25/21,50.62,,,,,
10/22/21,50.66,,,,,
10/21/21,50.33,,,,,
10/20/21,50.16,,,,,
10/19/21,50.34,,,,,
10/18/21,49.43,,,,,
10/15/21,48.38,,,,,
10/14/21,45.31,,,,,
10/13/21,46.05,,,,,
10/12/21,46.65,,,,,
10/11/21,47.28,,,,,
10/8/21,48,,,,,
10/7/21,47.76,,,,,
10/6/21,47.87,,,,,
10/5/21,47.96,,,,,
10/4/21,47.02,,,,,
10/1/21,47.02,,,,,
9/30/21,46.41,,,,,
9/29/21,47.03,,,,,
9/28/21,45.92,,,,,
9/27/21,47.56,,,,,
9/24/21,47.92,,,,,
9/23/21,47.8,,,,,
9/22/21,47.08,,,,,
9/21/21,45.85,,,,,
9/20/21,45.81,,,,,
9/17/21,46.47,,,,,
9/16/21,46.28,,,,,
9/15/21,46.64,,,,,
9/14/21,46.05,,,,,
9/13/21,45.76,,,,,
9/10/21,44.33,,,,,
9/9/21,44.36,,,,,
9/8/21,43.82,,,,,
9/7/21,44.31,,,,,
9/3/21,44.17,,,,,
9/2/21,44.57,,,,,
9/1/21,43.45,,,,,
8/31/21,45.7,,,,,
8/30/21,48.41,,,,,
