Date,Price,,,,,
4/9/21,330.81,,,,,
4/8/21,331.14,,,,,
4/7/21,326.55,,,,,
4/6/21,327.06,,,,,
4/5/21,323.54,,,,,
4/1/21,327.64,,,,,
3/31/21,327,,,,,
3/30/21,332.01,,,,,
3/29/21,325.73,,,,,
3/26/21,327.39,,,,,
3/25/21,330.55,,,,,
3/24/21,328.65,,,,,
3/23/21,331.77,,,,,
3/22/21,339.33,,,,,
3/19/21,344.2,,,,,
3/18/21,348,,,,,
3/17/21,344.95,,,,,
3/16/21,341.71,,,,,
3/15/21,346.05,,,,,
3/12/21,348.81,,,,,
3/11/21,342.1,,,,,
3/10/21,342.02,,,,,
3/9/21,330.59,,,,,
3/8/21,334.19,,,,,
3/5/21,327.37,,,,,
3/4/21,329.29,,,,,
3/3/21,334.43,,,,,
3/2/21,330.94,,,,,
3/1/21,329.92,,,,,
2/26/21,319.48,,,,,
2/25/21,327.76,,,,,
2/24/21,330.64,,,,,
2/23/21,319.21,,,,,
2/22/21,316.87,,,,,
2/19/21,315.62,,,,,
2/18/21,309.9,,,,,
2/17/21,312.74,,,,,
2/16/21,311.96,,,,,
2/12/21,306.32,,,,,
2/11/21,302.32,,,,,
2/10/21,304.28,,,,,
2/9/21,300.46,,,,,
2/8/21,300.15,,,,,
2/5/21,293.5,,,,,
2/4/21,293.75,,,,,
2/3/21,288.55,,,,,
2/2/21,286.97,,,,,
2/1/21,274.73,,,,,
1/29/21,271.17,,,,,
1/28/21,275.02,,,,,
1/27/21,273.33,,,,,
1/26/21,281.76,,,,,
1/25/21,283.04,,,,,
1/22/21,289.39,,,,,
1/21/21,289.37,,,,,
1/20/21,290.47,,,,,
1/19/21,294.2,,,,,
1/15/21,301.01,,,,,
1/14/21,307.87,,,,,
1/13/21,302.94,,,,,
1/12/21,302.21,,,,,
1/11/21,293.83,,,,,
1/8/21,290.08,,,,,
1/7/21,291.65,,,,,
1/6/21,285.55,,,,,
1/5/21,270.93,,,,,
1/4/21,265,,,,,
12/31/20,263.71,,,,,
12/30/20,259.45,,,,,
