Date,Price,,,,,
10/2/20,97.89,,,,,
10/1/20,96.97,,,,,
9/30/20,96.27,,,,,
9/29/20,95.35,,,,,
9/28/20,96.16,,,,,
9/25/20,93.47,,,,,
9/24/20,92.66,,,,,
9/23/20,92.74,,,,,
9/22/20,94.27,,,,,
9/21/20,95.31,,,,,
9/18/20,98.35,,,,,
9/17/20,98.56,,,,,
9/16/20,99.7,,,,,
9/15/20,99.28,,,,,
9/14/20,102.47,,,,,
9/11/20,101.07,,,,,
9/10/20,99.83,,,,,
9/9/20,100.87,,,,,
9/8/20,99.92,,,,,
9/4/20,103.52,,,,,
9/3/20,101.33,,,,,
9/2/20,101.65,,,,,
9/1/20,100.14,,,,,
8/31/20,100.19,,,,,
8/28/20,102.77,,,,,
8/27/20,102.35,,,,,
8/26/20,99.09,,,,,
8/25/20,100.5,,,,,
8/24/20,100.06,,,,,
8/21/20,97.32,,,,,
8/20/20,97.37,,,,,
8/19/20,98.55,,,,,
8/18/20,98.32,,,,,
8/17/20,99.71,,,,,
8/14/20,102.41,,,,,
8/13/20,102.37,,,,,
8/12/20,102.94,,,,,
8/11/20,103.82,,,,,
8/10/20,100.64,,,,,
8/7/20,99.38,,,,,
8/6/20,97.24,,,,,
8/5/20,97.21,,,,,
8/4/20,95.55,,,,,
8/3/20,96.1,,,,,
7/31/20,96.64,,,,,
7/30/20,97.02,,,,,
7/29/20,99.68,,,,,
7/28/20,97.32,,,,,
7/27/20,96.9,,,,,
7/24/20,98.28,,,,,
7/23/20,98.98,,,,,
7/22/20,98.69,,,,,
7/21/20,99.41,,,,,
7/20/20,97.3,,,,,
7/17/20,98.16,,,,,
7/16/20,100.01,,,,,
7/15/20,99.73,,,,,
7/14/20,98.21,,,,,
7/13/20,97.65,,,,,
7/10/20,96.27,,,,,
7/9/20,91.28,,,,,
7/8/20,93.3,,,,,
7/7/20,92.32,,,,,
7/6/20,95,,,,,
7/2/20,92.66,,,,,
7/1/20,93.26,,,,,
6/30/20,94.06,,,,,
6/29/20,93,,,,,
6/26/20,92.59,,,,,
6/25/20,97.96,,,,,
6/24/20,94.66,,,,,
